UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,Tool Wear Failure,Heat Dissipation Failure,Power Failure,Overstrain Failure,Random Failure,install_date,idle_time,cycle_time
1722,L48901,L,298.2,307.7,1688,32.4,91,0,0,0,0,0,0,12-01-2015,84,164.91
1723,M16582,M,298.2,307.7,1952,21.6,93,0,0,0,0,0,0,25-02-2016,56,61.46
1724,L48903,L,298.2,307.8,2029,19.9,96,0,0,0,0,0,0,31-07-2019,74,119.75
1725,M16584,M,298.3,307.8,1457,52.5,98,0,0,0,0,0,0,29-12-2019,94,103.28
1726,M16585,M,298.3,307.8,1392,50.4,101,0,0,0,0,0,0,15-06-2022,106,212.45
1727,L48906,L,298.3,307.8,1906,22.1,104,0,0,0,0,0,0,30-12-2023,26,176.15
1728,M16587,M,298.3,307.7,1602,33.4,106,0,0,0,0,0,0,12-12-2015,22,214.87
1729,L48908,L,298.3,307.7,1465,49.4,109,0,0,0,0,0,0,30-03-2021,98,39.63
1730,M16589,M,298.3,307.7,1439,43.8,111,0,0,0,0,0,0,19-05-2016,33,119.59
1731,M16590,M,298.3,307.8,1330,55.4,114,0,0,0,0,0,0,13-05-2018,0,104.9
1732,M16591,M,298.3,307.9,1485,42,117,0,0,0,0,0,0,25-06-2021,93,231.71
1733,H31146,H,298.4,307.9,1700,28.2,120,0,0,0,0,0,0,18-04-2018,12,50.05
1734,L48913,L,298.4,308,1515,42.8,125,0,0,0,0,0,0,06-10-2022,9,111.99
1735,M16594,M,298.5,308.1,1501,39.2,127,0,0,0,0,0,0,23-11-2019,17,136.68
1736,L48915,L,298.4,308,1380,47.6,130,0,0,0,0,0,0,15-02-2017,1,39.05
1737,L48916,L,298.4,307.9,1544,35.9,132,0,0,0,0,0,0,19-06-2020,96,95.8
1738,L48917,L,298.4,307.9,1743,27.3,134,0,0,0,0,0,0,30-01-2021,16,61.8
1739,H31152,H,298.4,307.9,1948,21.4,136,0,0,0,0,0,0,30-07-2018,66,191.04
1740,H31153,H,298.5,307.9,1260,54.2,141,0,0,0,0,0,0,19-06-2017,24,140.13
1741,M16600,M,298.5,307.9,1640,33.1,146,0,0,0,0,0,0,08-12-2017,30,192.18
1742,M16601,M,298.5,308,1363,49.2,149,0,0,0,0,0,0,25-12-2023,42,109.33
1743,L48922,L,298.5,308,1379,49.6,152,0,0,0,0,0,0,14-10-2023,13,48.49
1744,M16603,M,298.5,308,1713,25.8,154,0,0,0,0,0,0,10-09-2018,48,100.14
1745,M16604,M,298.5,308,1461,51.9,157,0,0,0,0,0,0,25-08-2015,23,230.66
1746,L48925,L,298.5,308,1624,29.8,160,0,0,0,0,0,0,13-12-2016,43,294.82
1747,L48926,L,298.4,308,1526,41.1,162,0,0,0,0,0,0,10-07-2023,112,180.76
1748,L48927,L,298.4,307.9,2381,14.2,164,0,0,0,0,0,0,05-08-2021,94,294.61
1749,H31162,H,298.4,307.7,1626,31.1,166,0,0,0,0,0,1,02-09-2022,19,181.93
1750,L48929,L,298.3,307.7,1576,33.8,171,0,0,0,0,0,0,10-02-2020,30,76.56
1751,M16610,M,298.4,307.8,1617,31.6,173,0,0,0,0,0,0,23-11-2017,75,166.55
1752,L48931,L,298.3,307.6,1942,20.6,176,0,0,0,0,0,0,06-09-2024,81,107.81
1753,L48932,L,298.2,307.6,1492,37.2,178,0,0,0,0,0,0,18-05-2017,14,184.75
1754,L48933,L,298.2,307.5,1470,51.3,180,0,0,0,0,0,0,03-06-2015,102,263.79
1755,M16614,M,298,307.4,1463,46.5,182,0,0,0,0,0,0,09-01-2019,107,21.04
1756,L48935,L,298,307.3,1424,46.5,185,0,0,0,0,0,0,16-02-2023,115,182.18
1757,M16616,M,298.1,307.4,1363,60.1,187,0,0,0,0,0,0,17-09-2016,28,224.95
1758,M16617,M,298.1,307.4,1335,56.2,190,0,0,0,0,0,0,09-08-2024,39,121.08
1759,L48938,L,298.1,307.4,1608,33.9,193,0,0,0,0,0,0,13-11-2015,63,289.49
1760,H31173,H,298,307.4,1606,35.2,195,0,0,0,0,0,0,22-01-2021,15,295.03
1761,L48940,L,298.1,307.5,1684,33.1,200,0,0,0,0,0,0,18-06-2021,10,200.35
1762,L48941,L,298.1,307.6,1950,20.3,202,0,0,0,0,0,0,08-07-2019,13,42.74
1763,H31176,H,298.2,307.6,1460,48.6,204,0,0,0,0,0,0,12-12-2015,47,228.77
1764,L48943,L,298.2,307.6,1511,31,209,1,1,0,0,0,0,14-11-2016,87,267.64
1765,H31178,H,298.2,307.6,1318,55.7,0,0,0,0,0,0,0,28-01-2018,119,170.34
1766,L48945,L,298.2,307.6,1368,51.8,5,0,0,0,0,0,0,09-11-2016,114,174.63
1767,M16626,M,298.3,307.7,1717,27.1,7,0,0,0,0,0,0,19-04-2022,105,208.48
1768,M16627,M,298.3,307.7,1520,41.4,10,0,0,0,0,0,0,11-03-2022,16,297.52
1769,M16628,M,298.3,307.8,1485,42,13,0,0,0,0,0,0,02-12-2017,111,209.99
1770,L48949,L,298.4,307.9,1981,23.2,16,0,0,0,0,0,0,29-12-2024,113,107.31
1771,H31184,H,298.4,307.9,1605,31,18,0,0,0,0,0,0,26-07-2024,41,175.82
1772,L48951,L,298.4,307.9,1446,45.3,23,0,0,0,0,0,0,04-04-2023,41,75.14
1773,L48952,L,298.4,308,1508,47.9,25,0,0,0,0,0,0,02-04-2017,110,293.85
1774,L48953,L,298.5,308,1384,59.5,27,0,0,0,0,0,0,29-03-2017,111,180.02
1775,M16634,M,298.5,308,1519,37.3,29,0,0,0,0,0,0,10-12-2017,90,182.44
1776,L48955,L,298.5,308,1404,48.1,32,0,0,0,0,0,0,31-08-2024,31,212.73
1777,L48956,L,298.5,308.1,1564,31.1,34,0,0,0,0,0,0,21-06-2021,106,55.99
1778,H31191,H,298.6,308.2,1555,36.8,36,0,0,0,0,0,0,18-04-2018,93,189.65
1779,L48958,L,298.6,308.2,1325,54,41,0,0,0,0,0,0,07-09-2017,108,217.69
1780,M16639,M,298.6,308.2,1488,44,43,0,0,0,0,0,0,19-09-2022,6,55.86
1781,L48960,L,298.5,308.2,1595,32.3,46,0,0,0,0,0,0,22-08-2015,28,28.08
1782,L48961,L,298.5,308.1,1662,28.6,48,0,0,0,0,0,0,19-01-2017,81,156.09
1783,L48962,L,298.4,308,1571,37.4,50,0,0,0,0,0,0,15-11-2022,1,105.81
1784,H31197,H,298.3,308,1553,41,52,0,0,0,0,0,0,05-11-2018,72,48.77
1785,L48964,L,298.3,308,2886,3.8,57,1,0,0,1,0,0,11-08-2017,19,142.16
1786,L48965,L,298.2,308,1538,38.2,59,0,0,0,0,0,0,28-10-2022,92,63.41
1787,L48966,L,298.4,308.2,1618,33,61,0,0,0,0,0,0,17-04-2021,39,176.49
1788,L48967,L,298.4,308.2,1364,45.9,63,0,0,0,0,0,0,03-06-2019,107,124.81
1789,L48968,L,298.3,308,1442,47.3,65,0,0,0,0,0,0,14-04-2015,40,143.19
1790,L48969,L,298.2,307.9,1313,67.3,67,1,0,0,1,0,0,20-03-2023,20,271.81
1791,L48970,L,298.2,307.9,1847,23.6,69,0,0,0,0,0,0,06-04-2016,43,119.36
1792,L48971,L,298.1,307.8,1524,40.8,71,0,0,0,0,0,0,05-12-2023,93,66.85
1793,M16652,M,298.1,307.7,1445,48,73,0,0,0,0,0,0,21-10-2015,82,271.34
1794,L48973,L,298.1,307.8,1761,28.2,76,0,0,0,0,0,0,21-04-2018,85,238.84
1795,M16654,M,298.1,307.8,1514,43.5,78,0,0,0,0,0,0,13-12-2017,71,138.46
1796,M16655,M,298.1,307.7,1498,38.3,81,0,0,0,0,0,0,11-04-2020,71,214.86
1797,H31210,H,298.1,307.6,1542,37.1,84,0,0,0,0,0,0,07-03-2019,56,51.38
1798,M16657,M,298,307.6,1508,41.8,89,0,0,0,0,0,0,02-06-2024,118,96.75
1799,M16658,M,298,307.5,1431,52.9,92,0,0,0,0,0,0,29-05-2018,100,202.11
1800,M16659,M,298,307.5,1427,45.1,95,0,0,0,0,0,0,10-06-2015,98,155.06
1801,M16660,M,298,307.5,1524,36.3,98,0,0,0,0,0,0,12-10-2017,50,179.85
1802,M16661,M,298,307.5,1427,43.6,101,0,0,0,0,0,0,16-11-2020,47,277.09
1803,H31216,H,298.1,307.6,1496,44.1,104,0,0,0,0,0,0,24-06-2021,55,267.03
1804,L48983,L,298.1,307.7,1388,40.3,109,0,0,0,0,0,0,07-12-2023,102,22.07
1805,L48984,L,298.1,307.7,1495,48.1,111,0,0,0,0,0,0,31-12-2015,81,154.23
1806,H31219,H,298.1,307.7,1376,56.2,113,0,0,0,0,0,0,16-05-2017,6,39.98
1807,H31220,H,298,307.6,1593,32.2,118,0,0,0,0,0,0,21-09-2021,29,162.11
1808,L48987,L,298,307.6,1654,28.9,123,0,0,0,0,0,0,07-12-2019,8,152.63
1809,L48988,L,298.1,307.7,2567,12.8,125,1,0,0,1,0,0,31-10-2018,103,139.12
1810,L48989,L,298.1,307.7,1767,27,127,0,0,0,0,0,0,01-03-2020,17,188.08
1811,L48990,L,298.1,307.6,1364,53.8,129,0,0,0,0,0,0,27-12-2015,26,123.67
1812,M16671,M,298.1,307.8,1569,31.2,131,0,0,0,0,0,0,16-07-2020,92,227.3
1813,L48992,L,298.2,307.8,1476,36.8,134,0,0,0,0,0,0,15-04-2015,28,292.68
1814,L48993,L,298.1,307.7,1479,45,136,0,0,0,0,0,0,08-05-2024,81,43.49
1815,L48994,L,298.1,307.7,1650,34.1,138,0,0,0,0,0,0,18-05-2015,49,193.56
1816,M16675,M,298.1,307.6,1565,36.3,140,0,0,0,0,0,0,26-11-2021,45,97.25
1817,L48996,L,298.1,307.6,1460,46.5,143,0,0,0,0,0,0,31-03-2023,81,89.82
1818,L48997,L,298.1,307.7,1664,27.6,145,0,0,0,0,0,0,08-11-2015,80,168.41
1819,M16678,M,298.1,307.7,1435,40.9,147,0,0,0,0,0,0,22-07-2024,35,202.04
1820,M16679,M,298.1,307.6,2066,19.2,150,0,0,0,0,0,0,01-06-2024,67,265.34
1821,L49000,L,298.1,307.5,1493,43.7,153,0,0,0,0,0,0,14-03-2020,28,135.87
1822,L49001,L,298.1,307.6,1354,43.3,155,0,0,0,0,0,0,06-11-2017,23,269.6
1823,L49002,L,298.1,307.6,1488,39.4,157,0,0,0,0,0,0,11-11-2017,113,163.45
1824,L49003,L,298.1,307.7,1414,48.7,159,0,0,0,0,0,0,22-04-2020,89,266.53
1825,L49004,L,298.1,307.5,1391,57.4,161,0,0,0,0,0,0,15-10-2020,17,34.26
1826,M16685,M,298,307.5,1784,27.8,163,0,0,0,0,0,0,08-07-2016,14,272.69
1827,H31240,H,297.8,307.3,1516,40.1,166,0,0,0,0,0,0,11-01-2018,73,291.48
1828,M16687,M,297.9,307.3,1420,47.8,171,0,0,0,0,0,0,24-09-2021,30,239.54
1829,L49008,L,297.8,307.2,1351,56.3,174,0,0,0,0,0,0,10-11-2024,70,88.91
1830,L49009,L,297.8,307.2,1880,23,176,0,0,0,0,0,0,29-03-2023,64,167.15
1831,L49010,L,297.8,307.3,1859,24,178,0,0,0,0,0,0,15-05-2017,32,69.33
1832,M16691,M,297.8,307.3,1315,54,180,0,0,0,0,0,0,04-12-2020,14,35.61
1833,M16692,M,297.8,307.4,1330,51.7,183,0,0,0,0,0,0,06-06-2023,53,177.45
1834,L49013,L,297.8,307.3,1327,61,186,1,0,0,0,1,0,02-10-2016,41,119.28
1835,L49014,L,297.8,307.2,1498,38.1,188,0,0,0,0,0,0,31-12-2023,81,90.34
1836,H31249,H,297.8,307.3,1555,35.8,190,0,0,0,0,0,0,03-06-2019,111,291.53
1837,L49016,L,297.7,307.2,1518,35.8,195,0,0,0,0,0,0,22-08-2019,66,139
1838,L49017,L,297.7,307.2,1392,43,197,0,0,0,0,0,0,25-09-2018,25,40.33
1839,M16698,M,297.8,307.2,1456,39.6,199,0,0,0,0,0,0,12-02-2016,108,35.04
1840,L49019,L,297.7,307.1,1715,30.2,0,0,0,0,0,0,0,16-05-2018,37,24.73
1841,M16700,M,297.7,307.2,1405,43.7,2,0,0,0,0,0,0,16-08-2021,70,97.61
1842,L49021,L,297.7,307.2,1668,37.8,5,0,0,0,0,0,0,12-05-2021,77,236.51
1843,H31256,H,297.7,307.1,1855,22.5,7,0,0,0,0,0,0,29-12-2016,62,170.46
1844,L49023,L,297.6,307.1,1496,39.2,12,0,0,0,0,0,0,21-04-2015,53,277.43
1845,M16704,M,297.6,307.1,1471,44.9,14,0,0,0,0,0,0,22-08-2017,56,295.09
1846,L49025,L,297.7,307.2,1444,40,17,0,0,0,0,0,0,19-02-2024,57,193.72
1847,H31260,H,297.7,307.3,1514,38.6,19,0,0,0,0,0,0,25-09-2023,109,160.12
1848,L49027,L,297.8,307.3,1412,50.7,24,0,0,0,0,0,0,19-05-2015,45,55.32
1849,H31262,H,297.7,307.2,1429,44.1,26,0,0,0,0,0,0,13-11-2015,94,163.69
1850,L49029,L,297.7,307.2,1668,32.7,31,0,0,0,0,0,0,07-04-2024,118,205.29
1851,M16710,M,297.7,307.2,1372,52.8,33,0,0,0,0,0,0,21-06-2023,57,80.07
1852,M16711,M,297.7,307.3,1365,49.2,36,0,0,0,0,0,0,26-03-2016,81,271.62
1853,M16712,M,297.6,307.1,1526,39.1,39,0,0,0,0,0,0,18-02-2024,100,256.74
1854,L49033,L,297.6,307.2,1486,40.6,42,0,0,0,0,0,0,16-10-2023,5,258.15
1855,M16714,M,297.6,307.2,1470,42.6,44,0,0,0,0,0,0,24-03-2018,64,249
1856,H31269,H,297.7,307.3,1249,62.8,47,0,0,0,0,0,0,08-08-2016,2,246.62
1857,M16716,M,297.8,307.4,1752,26.1,52,0,0,0,0,0,0,10-04-2024,34,262.12
1858,L49037,L,297.7,307.4,1643,36.5,55,0,0,0,0,0,0,17-10-2016,61,150.32
1859,M16718,M,297.8,307.4,1488,36.1,57,0,0,0,0,0,0,03-03-2017,52,129.87
1860,L49039,L,297.8,307.4,1355,45.8,60,0,0,0,0,0,0,21-10-2021,37,261.52
1861,L49040,L,297.8,307.6,1607,30.3,62,0,0,0,0,0,0,20-08-2017,107,43.58
1862,M16721,M,297.9,307.6,1609,30.3,64,0,0,0,0,0,0,14-06-2017,39,27.04
1863,L49042,L,297.9,307.7,1517,44.4,67,0,0,0,0,0,0,03-06-2022,45,294.52
1864,M16723,M,297.9,307.7,1517,39.5,69,0,0,0,0,0,0,15-05-2024,87,73.68
1865,L49044,L,297.9,307.7,1546,37.6,72,0,0,0,0,0,0,12-12-2024,24,245.41
1866,L49045,L,297.9,307.7,1567,34.7,74,0,0,0,0,0,0,08-05-2016,21,51.31
1867,M16726,M,298.1,307.9,1662,28.9,76,0,0,0,0,0,0,01-10-2018,57,245.32
1868,L49047,L,298.1,307.9,1502,41.8,79,0,0,0,0,0,0,20-05-2023,26,172.12
1869,L49048,L,298.3,308,1361,56.9,81,0,0,0,0,0,0,21-09-2023,16,298.02
1870,M16729,M,298.3,308.1,1630,32.7,83,0,0,0,0,0,0,19-03-2020,22,279.5
1871,L49050,L,298.3,308,1486,42.3,86,0,0,0,0,0,0,25-06-2016,115,125.27
1872,L49051,L,298.3,308.1,1840,21.5,88,0,0,0,0,0,0,18-01-2019,70,175.27
1873,L49052,L,298.3,308.1,1326,58.4,90,0,0,0,0,0,0,08-05-2023,11,168.1
1874,L49053,L,298.4,308.1,1367,57.8,92,0,0,0,0,0,0,04-09-2024,84,207.92
1875,L49054,L,298.4,308.1,1598,32.7,94,0,0,0,0,0,0,09-11-2023,62,207.87
1876,L49055,L,298.3,308,1363,50.1,96,0,0,0,0,0,0,06-09-2020,117,258.05
1877,L49056,L,298.3,308,1242,62,98,0,0,0,0,0,0,26-04-2018,76,230.61
1878,M16737,M,298.2,307.8,1566,33.8,100,0,0,0,0,0,0,13-11-2021,30,251.76
1879,M16738,M,298.1,307.7,1424,47.7,103,0,0,0,0,0,0,17-02-2015,42,246.93
1880,M16739,M,298.2,307.7,1608,33.8,106,0,0,0,0,0,0,03-04-2024,2,268.23
1881,L49060,L,298.1,307.7,1705,29.1,109,0,0,0,0,0,0,26-02-2021,82,192.29
1882,L49061,L,298,307.6,1548,45.8,111,0,0,0,0,0,0,23-10-2015,91,53.42
1883,M16742,M,298,307.6,1581,43.4,113,0,0,0,0,0,0,05-05-2021,80,157.31
1884,M16743,M,298,307.6,1472,46.7,116,0,0,0,0,0,0,18-04-2019,117,235.88
1885,M16744,M,298,307.6,1792,26,119,0,0,0,0,0,0,18-07-2021,116,99.3
1886,L49065,L,298,307.6,1683,32.8,122,0,0,0,0,0,0,09-02-2022,92,142.24
1887,L49066,L,297.9,307.6,1503,40.7,124,0,0,0,0,0,0,03-08-2019,63,23.07
1888,M16747,M,297.9,307.5,1642,32.4,126,0,0,0,0,0,0,12-10-2022,14,192.74
1889,M16748,M,297.8,307.4,1902,24.3,129,0,0,0,0,0,0,02-09-2017,39,222.56
1890,H31303,H,297.7,307.4,1432,40.2,132,0,0,0,0,0,0,05-02-2016,36,267.6
1891,L49070,L,297.8,307.4,1512,40.8,137,0,0,0,0,0,0,15-12-2019,50,293.54
1892,L49071,L,297.7,307.4,1764,29,139,0,0,0,0,0,0,06-09-2021,80,202.94
1893,M16752,M,297.8,307.4,1438,43.6,141,0,0,0,0,0,0,04-10-2018,91,182.92
1894,L49073,L,297.8,307.5,1631,29.9,144,0,0,0,0,0,0,19-06-2018,32,296
1895,H31308,H,297.9,307.5,1880,23.3,146,0,0,0,0,0,0,28-04-2017,35,49.44
1896,L49075,L,297.9,307.6,1344,54.3,151,0,0,0,0,0,0,23-10-2024,66,131.53
1897,L49076,L,297.9,307.5,1574,35.8,153,0,0,0,0,0,0,17-10-2020,118,215.13
1898,L49077,L,297.8,307.4,1418,41.2,155,0,0,0,0,0,0,06-03-2021,33,282.78
1899,L49078,L,297.8,307.5,1372,54.1,157,0,0,0,0,0,0,28-07-2015,33,110.42
1900,L49079,L,297.8,307.5,1388,40,159,0,0,0,0,0,0,09-11-2015,3,46.66
1901,H31314,H,297.9,307.6,1493,36,161,0,0,0,0,0,0,12-05-2024,118,194.07
1902,M16761,M,297.9,307.6,1505,40.1,166,0,0,0,0,0,0,17-12-2020,92,93.51
1903,L49082,L,298,307.6,1694,29.1,169,0,0,0,0,0,0,07-11-2019,21,119.6
1904,L49083,L,297.9,307.6,1968,20.4,171,0,0,0,0,0,0,27-05-2017,79,29.2
1905,M16764,M,298,307.6,1569,35.6,173,0,0,0,0,0,0,03-07-2020,35,93.31
1906,L49085,L,297.9,307.6,1687,29.1,176,0,0,0,0,0,0,21-05-2017,50,275.48
1907,L49086,L,297.9,307.6,1430,52.4,178,0,0,0,0,0,0,03-01-2023,111,257.88
1908,L49087,L,297.9,307.6,1504,42.4,180,0,0,0,0,0,0,05-05-2016,17,292.94
1909,L49088,L,297.9,307.6,1977,20.2,182,0,0,0,0,0,0,01-07-2016,41,270.4
1910,L49089,L,298,307.7,1435,45.6,184,0,0,0,0,0,0,24-04-2024,73,74.42
1911,H31324,H,298,307.7,1547,36.8,186,0,0,0,0,0,0,09-04-2018,95,225.88
1912,M16771,M,298.1,307.8,1316,57.2,191,0,0,0,0,0,0,23-07-2020,50,143.99
1913,M16772,M,298,307.7,1621,34.9,194,0,0,0,0,0,0,01-06-2019,42,193
1914,M16773,M,298,307.8,1492,40.2,197,0,0,0,0,0,0,12-05-2015,33,33.31
1915,L49094,L,298,307.7,1643,32.3,200,0,0,0,0,0,0,20-12-2024,117,71.1
1916,L49095,L,298,307.7,1492,38.7,202,0,0,0,0,0,0,03-06-2019,21,189.7
1917,L49096,L,298,307.7,1387,50.8,204,0,0,0,0,0,0,13-03-2022,16,256.35
1918,M16777,M,298.1,307.9,1463,47.3,206,0,0,0,0,0,0,22-02-2024,104,91.91
1919,M16778,M,298.1,307.9,1496,40,0,0,0,0,0,0,0,05-03-2019,98,107.23
1920,L49099,L,298.2,308,1658,30,3,0,0,0,0,0,0,20-03-2024,106,122.12
1921,L49100,L,298.1,307.9,2161,17.5,5,0,0,0,0,0,0,21-07-2023,11,184.91
1922,L49101,L,298.1,307.9,1665,32,7,0,0,0,0,0,0,01-02-2022,1,283.7
1923,L49102,L,298,307.8,1716,26.6,9,0,0,0,0,0,0,31-08-2017,28,25.15
1924,L49103,L,298,307.7,1529,34.1,11,0,0,0,0,0,0,08-12-2022,106,147.12
1925,L49104,L,297.9,307.7,1353,50.7,13,0,0,0,0,0,0,25-01-2022,93,124.28
1926,L49105,L,297.9,307.7,1537,37.7,15,0,0,0,0,0,0,27-10-2016,38,113.87
1927,L49106,L,298,307.7,1606,30.8,17,0,0,0,0,0,0,25-05-2022,64,106.99
1928,H31341,H,298,307.8,1314,47.8,19,0,0,0,0,0,0,07-10-2024,99,67.84
1929,L49108,L,298,307.8,1623,29.9,24,0,0,0,0,0,0,27-10-2015,38,102.93
1930,M16789,M,298,307.8,1483,50.9,26,0,0,0,0,0,0,16-12-2018,104,276.65
1931,M16790,M,298.1,307.9,1569,37,29,0,0,0,0,0,0,05-12-2019,81,111.24
1932,M16791,M,298.2,308,1969,21.7,32,0,0,0,0,0,0,20-12-2018,28,200.01
1933,M16792,M,298.1,308,1686,29.3,35,0,0,0,0,0,0,02-10-2024,72,153.13
1934,L49113,L,298.1,308,1638,35.1,38,0,0,0,0,0,0,25-04-2024,119,186.11
1935,L49114,L,298.1,307.9,1698,33.3,40,0,0,0,0,0,0,24-09-2023,43,96.36
1936,M16795,M,298.1,307.9,1377,55.1,42,0,0,0,0,0,0,18-11-2021,26,101.92
1937,M16796,M,298.1,308,2129,18.4,45,0,0,0,0,0,0,16-08-2018,36,240.19
1938,L49117,L,298.2,308,1411,42.4,48,0,0,0,0,0,0,07-10-2015,76,159.47
1939,L49118,L,298.1,307.9,1517,40.8,50,0,0,0,0,0,0,06-06-2019,72,35.09
1940,M16799,M,298.1,307.9,1303,53.9,52,0,0,0,0,0,0,09-12-2021,65,58.84
1941,L49120,L,298.1,307.9,1578,35.6,55,0,0,0,0,0,0,28-04-2017,41,111.47
1942,L49121,L,298.1,307.9,1425,58.2,57,0,0,0,0,0,0,11-09-2020,18,141.61
1943,L49122,L,298.1,308,1456,42.4,59,0,0,0,0,0,0,13-11-2020,105,224.84
1944,L49123,L,298.1,308,1704,30.9,61,0,0,0,0,0,0,07-07-2020,15,128.3
1945,L49124,L,298.1,308.1,1791,27.3,63,0,0,0,0,0,0,25-01-2023,66,273.26
1946,L49125,L,298.1,308.1,1616,32.8,65,0,0,0,0,0,0,19-08-2018,21,290.61
1947,L49126,L,298.2,308.1,1622,34.9,67,0,0,0,0,0,0,12-04-2019,119,103.47
1948,L49127,L,298.2,308.1,1462,49.9,69,0,0,0,0,0,0,02-09-2020,81,143.06
1949,L49128,L,298.1,308.1,1410,45.8,71,0,0,0,0,0,0,22-05-2019,98,238.7
1950,M16809,M,298.1,308,1543,41.9,73,0,0,0,0,0,0,28-10-2016,35,113.8
1951,M16810,M,298,307.9,1479,47.6,76,0,0,0,0,0,0,17-05-2015,100,105.38
1952,L49131,L,298,307.8,1839,22.7,79,0,0,0,0,0,0,23-06-2023,8,284
1953,L49132,L,298,307.8,1266,60.5,81,0,0,0,0,0,0,05-05-2023,18,139.37
1954,L49133,L,297.9,307.7,1593,34.9,83,0,0,0,0,0,0,07-06-2022,36,259.92
1955,L49134,L,297.9,307.8,1459,46.9,85,0,0,0,0,0,0,14-12-2022,1,23.6
1956,L49135,L,297.9,307.7,1308,55.2,87,0,0,0,0,0,0,08-08-2015,69,120.18
1957,M16816,M,297.9,307.7,1364,46.8,89,0,0,0,0,0,0,09-06-2017,54,160.39
1958,H31371,H,297.9,307.7,1618,35.9,92,0,0,0,0,0,0,30-09-2018,98,47.04
1959,H31372,H,297.9,307.7,1464,43.2,97,0,0,0,0,0,0,30-01-2019,3,290.65
1960,M16819,M,297.8,307.6,1352,49.4,102,0,0,0,0,0,0,07-02-2015,89,296.26
1961,L49140,L,297.8,307.6,1446,51.4,105,0,0,0,0,0,0,16-06-2016,60,35.29
1962,L49141,L,297.8,307.5,1448,51.2,107,0,0,0,0,0,0,30-10-2021,21,143.95
1963,L49142,L,297.8,307.5,1391,48.6,109,0,0,0,0,0,0,11-01-2016,105,240.48
1964,L49143,L,297.7,307.5,1379,43.3,111,0,0,0,0,0,0,04-03-2022,93,118.39
1965,M16824,M,297.8,307.5,1405,46.9,113,0,0,0,0,0,0,21-11-2024,73,278.76
1966,L49145,L,297.8,307.5,1581,33.1,116,0,0,0,0,0,0,20-02-2017,86,184.92
1967,L49146,L,297.9,307.6,1515,40.5,118,0,0,0,0,0,0,14-12-2020,56,161.99
1968,L49147,L,297.9,307.6,1589,37.8,120,0,0,0,0,0,0,22-04-2023,56,78.3
1969,L49148,L,298,307.6,1281,50.8,122,0,0,0,0,0,0,24-11-2019,18,185.52
1970,H31383,H,297.8,307.5,1631,31.3,124,0,0,0,0,0,0,02-10-2021,83,298.51
1971,M16830,M,297.9,307.6,1202,67,129,0,0,0,0,0,0,30-11-2018,40,295.42
1972,L49151,L,297.9,307.6,1298,52.7,132,0,0,0,0,0,0,21-01-2023,73,288.97
1973,L49152,L,297.9,307.6,1612,30.7,134,0,0,0,0,0,0,15-04-2024,54,65.42
1974,L49153,L,297.9,307.6,1747,25.3,136,0,0,0,0,0,0,05-09-2024,60,295.52
1975,L49154,L,298,307.6,1450,48.7,138,0,0,0,0,0,0,07-08-2022,75,157.33
1976,L49155,L,298,307.7,1422,45.6,140,0,0,0,0,0,0,29-01-2018,99,38.47
1977,M16836,M,298.1,307.7,1419,47.4,142,0,0,0,0,0,0,27-11-2017,92,110.58
1978,M16837,M,298.1,307.7,1633,30.7,145,0,0,0,0,0,0,23-04-2020,102,286.42
1979,L49158,L,298,307.7,1442,43.6,148,0,0,0,0,0,0,02-03-2016,84,158.31
1980,H31393,H,298,307.6,1420,45.8,150,0,0,0,0,0,0,24-06-2019,103,187.62
1981,M16840,M,298,307.6,1301,58.5,155,0,0,0,0,0,0,12-09-2024,6,57.84
1982,L49161,L,298,307.6,1385,45,158,0,0,0,0,0,0,22-09-2018,107,298.55
1983,M16842,M,298,307.7,1487,41.3,160,0,0,0,0,0,0,14-03-2021,100,245.53
1984,M16843,M,298,307.6,1459,44.4,163,0,0,0,0,0,0,31-05-2019,90,122.62
1985,M16844,M,298,307.5,1387,45.5,166,0,0,0,0,0,0,22-05-2020,23,155.58
1986,L49165,L,298.1,307.7,1537,40.8,169,0,0,0,0,0,0,09-05-2022,84,34
1987,L49166,L,298.1,307.6,1498,42.9,171,0,0,0,0,0,0,15-01-2018,88,54.76
1988,M16847,M,298.2,307.8,1599,31.2,173,0,0,0,0,0,0,05-06-2019,41,51.45
1989,H31402,H,298.3,307.9,1420,39.2,176,0,0,0,0,0,0,23-02-2020,71,249.59
1990,L49169,L,298.2,307.9,1785,23.4,181,0,0,0,0,0,0,01-09-2023,107,46.47
1991,L49170,L,298.2,307.8,1423,48.1,183,0,0,0,0,0,0,27-08-2018,118,255.68
1992,M16851,M,298.2,307.8,1583,36.6,185,0,0,0,0,0,0,26-01-2024,40,277.67
1993,L49172,L,298.2,307.8,1375,46.6,188,0,0,0,0,0,0,03-11-2018,20,141.08
1994,M16853,M,298.3,308,1463,42.5,190,0,0,0,0,0,0,21-12-2020,27,276.1
1995,M16854,M,298.2,307.9,1403,45.1,193,0,0,0,0,0,0,23-05-2018,52,224.67
1996,L49175,L,298.3,308,1451,47.1,196,0,0,0,0,0,0,05-02-2019,20,94.82
1997,M16856,M,298.4,308,1416,38.2,198,1,1,0,0,0,0,03-02-2023,83,33.99
